genus_species,population_id,abundance,year,log_abundance,thermal_risk_measure,change_in_log_N
Notophthalmus viridescens,Notophthalmus viridescens_33.3_-81.485_20601,200,1994,5.298317366548036,1.351606859523001e-7,-0.4054651081081646
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,1,1994,0,3.4044749846642554e-4,-3.367295829986474
Oncorhynchus kisutch,Oncorhynchus kisutch_48.65_-121.75_20661,67866,1994,11.125290451759437,4.244147851705365e-6,0.5641792747324104
Oncorhynchus kisutch,Oncorhynchus kisutch_50.163758_-120.531365_4296,9217,1994,9.128804883993665,9.881198884468091e-6,-2.0262449164613123
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,17702,1994,9.781432906528822,6.592650739288846e-6,-1.4787528291871883
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,7915,1994,8.976514972315112,4.2441479263095755e-6,-0.6422860167490345
Oncorhynchus kisutch,Oncorhynchus kisutch_56.5_-168.15,5.8,1994,1.7578579175523736,2.9385770843447735e-5,-0.516327700919974
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,62675,1994,11.045717923026494,1.4827552722732786e-5,1.7514960670696098
Oncorhynchus mykiss,Oncorhynchus mykiss_-40.942837_172.499296,9,1994,2.1972245773362196,0.0687572666315173,-0.036367644170874236
Osmerus mordax,Osmerus mordax_43.9928_-89.4946,139.9054299934,1994,4.940966694309209,2.2959793023782457e-4,0.6432154183490688
Perca flavescens,Perca flavescens_43.9928_-89.4946,172.965662039241,1994,5.1530930894746545,1.260060157376227e-4,1.3667380858912175
Pimephales notatus,Pimephales notatus_43.9928_-89.4946,56.4285714285714,1994,4.032975615845808,7.288732406486994e-6,0.8383924835466514
Pseudacris crucifer,Pseudacris crucifer_33.3_-81.485_20620,20,1994,2.995732273553991,1.1633388049822712e-7,-0.6931471805599454
Pseudacris crucifer,Pseudacris crucifer_43.06917_-89.40861_4831,2.4,1994,0.8754687373538999,1.1038750299652811e-8,-0.040821994520255256
Salmo trutta,Salmo trutta_-40.942837_172.499296,42.0666666666667,1994,3.739255661439004,0.011948221363432463,0.04959526234199618
Salmo trutta,Salmo trutta_59.49444_5.90917_2446,19.9,1994,2.990719731730447,5.449483709446832e-4,-0.15343254694181763
Salmo trutta,Salmo trutta_59.55_6.03333_2449,14.1,1994,2.6461747973841225,2.1108925593994263e-4,0.13657553500575048
Salmo trutta,Salmo trutta_59.5_5.91667_2462,28.7,1994,3.3568971227655755,4.79128130739254e-4,0.9145500873963712
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,199,1994,5.293304824724492,3.962136757501306e-5,-0.11834122713054729
Salmo trutta,Salmo trutta_66.83167_15.36056_2347,14,1994,2.6390573296152584,1.6280140080166816e-4,-0.5389965007326873
Salmo trutta,Salmo trutta_69.94778_23.27528_2346,338,1994,5.823045895483019,2.254562554430487e-5,-0.7740998064036324
Salvelinus alpinus,Salvelinus alpinus_65.58333_-17_8183,8717,1994,9.073030421011577,1.5308612292547853e-4,2.143513650247927
Salvelinus alpinus,Salvelinus alpinus_69.94778_23.27528_2355,1097,1994,7.00033446027523,1.1000667634150326e-4,0.13967078882694306
Sander vitreus,Sander vitreus_42.25_-81_902,17326,1994,9.759963542450086,1.4637897004163512e-6,-0.34114460416916614
Sander vitreus,Sander vitreus_46.15_-93.4_897,521,1994,6.255750041753367,1.4412936206147225e-6,-0.46808239906784177
Sander vitreus,Sander vitreus_46.25_-93.66667_6125,4113,1994,8.321907968230423,1.4412936206147225e-6,-0.0619823758713931
Sardinops sagax,Sardinops sagax_-23.53333_10.95_10348,0.2355,1994,-1.4460443655256647,0.06587475442640292,-0.45503008745557316
Sardinops sagax,Sardinops sagax_-34.33333_17.96667_10349,0.8717,1994,-0.13730995096460666,0.069252225309346,0.254400191911222
Acipenser brevirostrum,Acipenser brevirostrum_41.868056_-73.946667_18287,0.03,1995,-3.506557897319982,3.885941964606819e-6,-0.28768207245178123
Ambloplites rupestris,Ambloplites rupestris_43.9928_-89.4946,30.75,1995,3.4258899942525267,8.860387716662647e-7,0.2556793413656071
Anaxyrus americanus,Anaxyrus americanus_43.06917_-89.40861_4827,2,1995,0.6931471805599453,8.788482196834455e-11,0.10536051565782623
Anguilla australis,Anguilla australis_-40.942837_172.499296,35.0909090909091,1995,3.5579420966664608,3.966963316943501e-4,0.13763031898098843
Coregonus artedi,Coregonus artedi_43.9928_-89.4946,14.8830901209,1995,2.70022567725996,2.6480810484394283e-4,-1.9203541454326003
Cottus bairdii,Cottus bairdii_43.9928_-89.4946,1.5,1995,0.4054651081081644,2.0117508871156668e-6,-0.9808292530117262
Dicentrarchus labrax,Dicentrarchus labrax_51.25_-4.05_1097,86,1995,4.454347296253507,3.2468346177589852e-6,1.2354714713853068
Dryophytes versicolor,Dryophytes versicolor_43.06917_-89.40861_4828,2.35,1995,0.8544153281560676,7.195400647426689e-11,0.1612681475961223
Eleutherodactylus coqui,Eleutherodactylus coqui_18.3_-65.78333_7837,32.98,1995,3.4959013171314526,6.000095417247467e-4,0.0762093528331329
Eleutherodactylus portoricensis,Eleutherodactylus portoricensis_18.3_-65.78333_7836,2.03,1995,0.7080357930536959,8.099281645267885e-4,-0.6956072064008078
Esox lucius,Esox lucius_43.9928_-89.4946,5.75,1995,1.749199854809259,1.775061810296021e-4,0.36290549368936853
Esox masquinongy,Esox masquinongy_43.9928_-89.4946,2.66666666666667,1995,0.9808292530117275,5.3740968070971e-7,0.5753641449035631
Esox masquinongy,Esox masquinongy_49.25_-84.499722_14867,0.063,1995,-2.7646205525906042,6.276152603491807e-7,-0.17435338714477755
Etheostoma nigrum,Etheostoma nigrum_43.9928_-89.4946,7.5,1995,2.0149030205422647,1.2699854338701693e-6,-0.1500606945757328
Galaxias fasciatus,Galaxias fasciatus_-40.942837_172.499296,7.44444444444444,1995,2.007468042054746,3.089474137651133e-4,0.06155789299943293
Galaxias maculatus,Galaxias maculatus_-40.942837_172.499296,4,1995,1.3862943611198906,1.1365540192727226e-4,0.40546510810816305
Gobiomorphus basalis,Gobiomorphus basalis_-40.942837_172.499296,92.5,1995,4.52720864451838,9.305317281129639e-5,2.447767102838544
Gobiomorphus cotidianus,Gobiomorphus cotidianus_-40.942837_172.499296,7.42857142857143,1995,2.005333569526114,9.305317281129639e-5,-2.0982276478009116
Lates calcarifer,Lates calcarifer_-6.38333_140.96667_10525,12.96,1995,2.561867690924129,0.03723489077562287,1.4566108595373506
Lates calcarifer,Lates calcarifer_-7.01667_141.05_10524,23.01,1995,3.1359289040472746,0.15830798191995626,-0.16581639864322062
Lepomis gibbosus,Lepomis gibbosus_43.9928_-89.4946,27,1995,3.295836866004329,2.0421546082633732e-6,1.2163953243244934
Lepomis macrochirus,Lepomis macrochirus_43.9928_-89.4946,356.696575005833,1995,5.876885490428736,4.601674863637087e-5,2.28300376493708
Lithobates pipiens,Lithobates pipiens_43.06917_-89.40861_4830,1.25,1995,0.22314355131420976,5.574885822940475e-9,0
Lithobates sylvaticus,Lithobates sylvaticus_42.66667_-83.21667_8789,2800,1995,7.937374696163295,1.205602639825791e-6,-0.06899287148695077
Lithobates sylvaticus,Lithobates sylvaticus_43.06917_-89.40861_4834,2,1995,0.6931471805599453,4.1193144090840336e-8,0.10536051565782623
Luxilus cornutus,Luxilus cornutus_43.9928_-89.4946,35.5291777848889,1995,3.570354268332264,8.406501806341108e-6,-0.41862977823201053
Micropterus dolomieu,Micropterus dolomieu_43.9928_-89.4946,29.5,1995,3.3843902633457743,3.7772847484927995e-6,-0.08134563945395223
Micropterus salmoides,Micropterus salmoides_43.9928_-89.4946,41.46058499815,1995,3.7247432168489962,0.01308216892228479,0.4372412975745581
Morone chrysops,Morone chrysops_43.9928_-89.4946,7.07110713171429,1995,1.956017063364959,1.1960272397875292e-6,-0.3651023289877522
Morone saxatilis,Morone saxatilis_41.16667_-74_9285,10,1995,2.302585092994046,7.347757697668689e-5,-0.5306282510621703
Notemigonus crysoleucas,Notemigonus crysoleucas_43.9928_-89.4946,33.2738072867857,1995,3.5047705195151138,2.494293271122388e-6,0.37759047957051806
Notophthalmus viridescens,Notophthalmus viridescens_33.27806_-81.72944_954,100,1995,4.605170185988092,2.4020104110267355e-6,-0.6931471805599445
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,79,1995,4.3694478524670215,2.7154440226846076e-4,4.3694478524670215
Oncorhynchus kisutch,Oncorhynchus kisutch_48.65_-121.75_20661,41199,1995,10.626169263198392,3.5521177146632725e-5,-0.4991211885610447
Oncorhynchus kisutch,Oncorhynchus kisutch_50.163758_-120.531365_4296,4509,1995,8.413830678421084,6.343186758756964e-6,-0.714974205572581
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,51272,1995,10.844900073184062,5.537101956393115e-6,1.06346716665524
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,8261,1995,9.019300924562506,4.2441479263095755e-6,0.04278595224739412
Oncorhynchus kisutch,Oncorhynchus kisutch_56.5_-168.15,18.3243243243243,1995,2.90822937529617,3.183322689450071e-5,1.1503714577437965
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,20100,1995,9.908475094047168,4.253483699486138e-6,-1.1372428289793266
Oncorhynchus mykiss,Oncorhynchus mykiss_-40.942837_172.499296,9.375,1995,2.2380465718564744,0.05887495579116208,0.04082199452025481
Osmerus mordax,Osmerus mordax_43.9928_-89.4946,9.62825722428571,1995,2.2647022358379147,2.279224480611845e-4,-2.676264458471294
Perca flavescens,Perca flavescens_43.9928_-89.4946,90.8360313196571,1995,4.509056027595805,1.250864916230145e-4,-0.6440370618788496
Pimephales notatus,Pimephales notatus_43.9928_-89.4946,167.744768418789,1995,5.122443588592233,7.235543158549446e-6,1.0894679727464256
Pseudacris crucifer,Pseudacris crucifer_43.06917_-89.40861_4831,2.45,1995,0.8960880245566357,5.057422316793227e-10,0.02061928720273587
Pseudacris triseriata,Pseudacris triseriata_43.095367_-81.069321_13253,22.2,1995,3.100092288878234,1.220674706453205e-8,NA
Pseudacris triseriata,Pseudacris triseriata_45.029279_-78.432602_13254,78.35,1995,4.36118596880203,2.2852452224490493e-9,NA
Salmo trutta,Salmo trutta_-40.942837_172.499296,63.3846153846154,1995,4.149221172447935,0.010230933238300856,0.40996551100893086
Salmo trutta,Salmo trutta_59.49444_5.90917_2446,17.6,1995,2.8678989020441064,3.5934899887019836e-4,-0.12282082968634045
Salmo trutta,Salmo trutta_59.55_6.03333_2449,36.9,1995,3.6082115510464816,2.3173722015525344e-4,0.9620367536623591
Salmo trutta,Salmo trutta_59.5_5.91667_2462,16.1,1995,2.7788192719904172,3.3412312339394174e-4,-0.5780778507751583
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,173,1995,5.153291594497779,3.6042653550760796e-5,-0.14001323022671297
Salmo trutta,Salmo trutta_66.83167_15.36056_2347,25,1995,3.2188758248682006,1.2441149231161213e-4,0.5798184952529422
Salmo trutta,Salmo trutta_69.94778_23.27528_2346,451,1995,6.111467339502679,2.254562554430487e-5,0.28842144401965975
Salvelinus alpinus,Salvelinus alpinus_65.58333_-17_8183,2466,1995,7.81035268372429,3.1382485948802696e-4,-1.2626777372872873
Salvelinus alpinus,Salvelinus alpinus_69.94778_23.27528_2355,2629,1995,7.874358824729881,1.1000667634150326e-4,0.8740243644546508
Sander vitreus,Sander vitreus_46.15_-93.4_897,703,1995,6.555356891810665,1.4412936206147225e-6,0.29960685005729815
Sander vitreus,Sander vitreus_46.25_-93.66667_6125,4688,1995,8.452761331256848,1.4412936206147225e-6,0.13085336302642503
Sardinops sagax,Sardinops sagax_-23.53333_10.95_10348,0.0669,1995,-2.7045563118479543,0.10279690843528635,-1.2585119463222896
Sardinops sagax,Sardinops sagax_-34.33333_17.96667_10349,0.8455,1995,-0.16782711064350203,0.13669542544552382,-0.030517159678895373
Sardinops sagax,Sardinops sagax_-34.81667_136.63333_10969,165.3,1995,5.107762004826979,0.073534543763057,NA
Acipenser brevirostrum,Acipenser brevirostrum_41.868056_-73.946667_18287,0.041,1996,-3.1941832122778293,3.619333804188541e-6,0.3123746850421525
Ambloplites rupestris,Ambloplites rupestris_43.9928_-89.4946,27.7894736842105,1996,3.3246573045398202,1.672501437342372e-6,-0.10123268971270649
Anaxyrus americanus,Anaxyrus americanus_43.06917_-89.40861_4827,1.85,1996,0.6151856390902335,2.0881726156762384e-9,-0.07796154146971179
Anguilla australis,Anguilla australis_-40.942837_172.499296,29.9333333333333,1996,3.398972686640043,4.016113874576195e-4,-0.15896941002641762
Coregonus artedi,Coregonus artedi_43.9928_-89.4946,16.804112419875,1996,2.8216236433511104,4.998561576921869e-4,0.12139796609115017
Cottus bairdii,Cottus bairdii_43.9928_-89.4946,2.66666666666667,1996,0.9808292530117275,3.797414241758572e-6,0.5753641449035631
Dicentrarchus labrax,Dicentrarchus labrax_51.25_-4.05_1097,46,1996,3.828641396489095,2.6870825682937705e-6,-0.6257058997644123
Dryophytes versicolor,Dryophytes versicolor_43.06917_-89.40861_4828,2.25,1996,0.8109302162163288,1.709651138189421e-9,-0.04348511193973881
Eleutherodactylus coqui,Eleutherodactylus coqui_18.3_-65.78333_7837,28.69,1996,3.3565486299932736,7.653709038511334e-4,-0.13935268713817894
Eleutherodactylus portoricensis,Eleutherodactylus portoricensis_18.3_-65.78333_7836,1.02,1996,0.01980262729617973,0.0010331426556258556,-0.6882331657575161
Esox lucius,Esox lucius_43.9928_-89.4946,5.011739993,1996,1.6117831587927183,3.350636026354244e-4,-0.13741669601654083
Esox masquinongy,Esox masquinongy_43.9928_-89.4946,1.770875007,1996,0.5714737786702261,1.0144234001615948e-6,-0.40935547434150144
Esox masquinongy,Esox masquinongy_49.25_-84.499722_14867,0.097,1996,-2.333044300478754,5.693352488854647e-7,0.43157625211185024
Etheostoma nigrum,Etheostoma nigrum_43.9928_-89.4946,33.5,1996,3.5115454388310208,2.3972455060372684e-6,1.496642418288756
Galaxias fasciatus,Galaxias fasciatus_-40.942837_172.499296,7.1,1996,1.9600947840472698,3.1277526304238773e-4,-0.04737325800747638
Galaxias maculatus,Galaxias maculatus_-40.942837_172.499296,7.42857142857143,1996,2.005333569526114,1.1506358898028447e-4,0.6190392084062235
Gobiomorphus basalis,Gobiomorphus basalis_-40.942837_172.499296,14,1996,2.6390573296152584,9.420609885768374e-5,-1.8881513149031215
Gobiomorphus cotidianus,Gobiomorphus cotidianus_-40.942837_172.499296,8,1996,2.0794415416798357,9.420609885768374e-5,0.07410797215372167
Lates calcarifer,Lates calcarifer_-6.38333_140.96667_10525,9.48,1996,2.2491843162669305,0.0626934889856746,-0.3126833746571984
Lates calcarifer,Lates calcarifer_-7.01667_141.05_10524,32.27,1996,3.4741380060638707,0.09651955549463039,0.33820910201659604
Lepomis gibbosus,Lepomis gibbosus_43.9928_-89.4946,23,1996,3.1354942159291497,3.854804808566916e-6,-0.16034265007517945
Lepomis macrochirus,Lepomis macrochirus_43.9928_-89.4946,714.61986667097,1996,6.571750746309736,8.686197568015887e-5,0.694865255881
Lithobates pipiens,Lithobates pipiens_43.06917_-89.40861_4830,1.3,1996,0.26236426446749106,1.3246114232533905e-7,0.039220713153281295
Lithobates sylvaticus,Lithobates sylvaticus_42.66667_-83.21667_8789,2100,1996,7.649692623711514,1.8930279896072317e-6,-0.2876820724517808
Lithobates sylvaticus,Lithobates sylvaticus_43.06917_-89.40861_4834,2.1,1996,0.7419373447293773,9.787628115703674e-7,0.04879016416943205
Luxilus cornutus,Luxilus cornutus_43.9928_-89.4946,69.5,1996,4.241326752570746,1.5868251823434367e-5,0.6709724842384821
Micropterus dolomieu,Micropterus dolomieu_43.9928_-89.4946,27.6363636363636,1996,3.31913242860785,7.130065154174972e-6,-0.06525783473792446
Micropterus salmoides,Micropterus salmoides_43.9928_-89.4946,107.833333333333,1996,4.680586825272843,0.02469411839047415,0.9558436084238466
Morone chrysops,Morone chrysops_43.9928_-89.4946,7.757041643,1996,2.0486010299357322,2.257640795880123e-6,0.09258396657077328
Morone saxatilis,Morone saxatilis_41.16667_-74_9285,16,1996,2.772588722239781,2.1545572392526265e-4,0.47000362924573524
Notemigonus crysoleucas,Notemigonus crysoleucas_43.9928_-89.4946,169.5234400029,1996,5.132991206362103,4.708269225352721e-6,1.6282206868469893
Oncorhynchus kisutch,Oncorhynchus kisutch_48.56_-125_847,85,1996,4.442651256490317,3.8660254687883204e-4,0.07320340402329517
Oncorhynchus kisutch,Oncorhynchus kisutch_48.65_-121.75_20661,31184,1996,10.347660421747342,2.1036290345864972e-5,-0.2785088414510497
Oncorhynchus kisutch,Oncorhynchus kisutch_50.163758_-120.531365_4296,7109,1996,8.869116865929483,8.136738826832101e-6,0.4552861875083991
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,74645,1996,11.220498821487691,7.20259387835864e-6,0.37559874830362894
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,10667,1996,9.274910142625483,4.2441479263095755e-6,0.2556092180629772
Oncorhynchus kisutch,Oncorhynchus kisutch_56.5_-168.15,8.72727272727273,1996,2.166452918669466,6.572704731314497e-5,-0.7417764566267042
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,14075,1996,9.552155453007892,9.154944604853281e-6,-0.35631964103927594
Oncorhynchus mykiss,Oncorhynchus mykiss_-40.942837_172.499296,4.8,1996,1.5686159179138452,0.05960441474415422,-0.6694306539426291
Osmerus mordax,Osmerus mordax_43.9928_-89.4946,1181.5978594946,1996,7.074622919684216,4.3023018199084663e-4,4.8099206838463004
Perca flavescens,Perca flavescens_43.9928_-89.4946,1516.18732433697,1996,7.323954123434883,2.3611533007542737e-4,2.8148980958390784
Pimephales notatus,Pimephales notatus_43.9928_-89.4946,215.352941176471,1996,5.372278269064022,1.3657930916351422e-5,0.24983468047178903
Pseudacris crucifer,Pseudacris crucifer_43.06917_-89.40861_4831,2.55,1996,0.9360933591703348,1.2016603722132367e-8,0.04000533461369904
Pseudacris triseriata,Pseudacris triseriata_43.095367_-81.069321_13253,40.5,1996,3.7013019741124933,4.436504701153723e-9,0.6012096852342594
Pseudacris triseriata,Pseudacris triseriata_45.029279_-78.432602_13254,71.67,1996,4.272072250005828,1.8965966116645615e-11,-0.08911371879620145
Salmo trutta,Salmo trutta_-40.942837_172.499296,13.3125,1996,2.588703443469644,0.010357694197147533,-1.560517728978291
Salmo trutta,Salmo trutta_59.49444_5.90917_2446,27.4,1996,3.3105430133940246,6.053419820776504e-4,0.4426441113499182
Salmo trutta,Salmo trutta_59.55_6.03333_2449,33.1,1996,3.4995332823830174,2.3275073125675067e-4,-0.1086782686634642
Salmo trutta,Salmo trutta_59.5_5.91667_2462,10.6,1996,2.3608540011180215,5.34408248924102e-4,-0.41796527087239577
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,119,1996,4.77912349311153,4.327454374983927e-5,-0.3741681013862497
Salmo trutta,Salmo trutta_66.83167_15.36056_2347,27,1996,3.295836866004329,1.7783364914615438e-4,0.07696104113612856
Salmo trutta,Salmo trutta_69.94778_23.27528_2346,273,1996,5.60947179518496,2.373058702852975e-5,-0.5019955443177189
Salvelinus alpinus,Salvelinus alpinus_65.58333_-17_8183,3805,1996,8.244071270295786,3.4212273876767175e-4,0.4337185865714961
Salvelinus alpinus,Salvelinus alpinus_69.94778_23.27528_2355,1863,1996,7.529943370601589,1.1578844869535138e-4,-0.344415454128292
Sander vitreus,Sander vitreus_46.15_-93.4_897,888,1996,6.78897174299217,1.4412936206147225e-6,0.23361485118150505
Sardinops sagax,Sardinops sagax_-23.53333_10.95_10348,0.0293,1996,-3.5301677629591155,0.16863814726859533,-0.8256114511111612
Sardinops sagax,Sardinops sagax_-34.33333_17.96667_10349,0.7081,1996,-0.34516995232440884,0.1064585043792528,-0.1773428416809068
Sardinops sagax,Sardinops sagax_-34.81667_136.63333_10969,37,1996,3.6109179126442243,0.03877420783172201,-1.4968440921827546
Ambloplites rupestris,Ambloplites rupestris_43.9928_-89.4946,17.6666666666667,1997,2.871679624884014,1.7649567194675233e-7,-0.45297767965580604
Anaxyrus americanus,Anaxyrus americanus_43.06917_-89.40861_4827,2.15,1997,0.7654678421395714,1.1337909455528313e-9,0.15028220304933793
Anguilla australis,Anguilla australis_-40.942837_172.499296,16.7857142857143,1997,2.820528184528901,3.800639999752746e-4,-0.5784445021111422
Coregonus artedi,Coregonus artedi_43.9928_-89.4946,20.2612002009091,1997,3.008707736992334,5.274880275666071e-5,0.1870840936412237
Cottus bairdii,Cottus bairdii_43.9928_-89.4946,2,1997,0.6931471805599453,4.00733394480274e-7,-0.28768207245178223
Dryophytes versicolor,Dryophytes versicolor_43.06917_-89.40861_4828,2.3,1997,0.8329091229351039,9.28269514685464e-10,0.021978906718775115
Eleutherodactylus coqui,Eleutherodactylus coqui_18.3_-65.78333_7837,22.86,1997,3.1293886583666644,5.033348014699268e-4,-0.22715997162660928
Eleutherodactylus portoricensis,Eleutherodactylus portoricensis_18.3_-65.78333_7836,1.12,1997,0.11332868530700327,6.794309149236976e-4,0.09352605801082353
Esox lucius,Esox lucius_43.9928_-89.4946,4.8,1997,1.5686159179138452,3.535857989216965e-5,-0.043167240878873026
Esox masquinongy,Esox masquinongy_43.9928_-89.4946,1.5,1997,0.4054651081081644,1.0705003634228802e-7,-0.1660086705620617
Esox masquinongy,Esox masquinongy_49.25_-84.499722_14867,0.105,1997,-2.2537949288246137,6.184226274678746e-7,0.07924937165414025
Etheostoma nigrum,Etheostoma nigrum_43.9928_-89.4946,17,1997,2.833213344056216,2.5297643814387223e-7,-0.6783320947748046
Galaxias fasciatus,Galaxias fasciatus_-40.942837_172.499296,9.21428571428571,1997,2.220755074746413,2.959941407979945e-4,0.2606602906991433
Galaxias maculatus,Galaxias maculatus_-40.942837_172.499296,13.6666666666667,1997,2.6149597780362006,1.0889015910678745e-4,0.6096262085100865
Gobiomorphus basalis,Gobiomorphus basalis_-40.942837_172.499296,1,1997,0,8.915172196828141e-5,-2.6390573296152584
Gobiomorphus cotidianus,Gobiomorphus cotidianus_-40.942837_172.499296,10.375,1997,2.339399066116762,8.915172196828141e-5,0.2599575244369263
Lates calcarifer,Lates calcarifer_-6.38333_140.96667_10525,30.81,1997,3.4278393126085764,0.02966722427394616,1.178654996341646
Lates calcarifer,Lates calcarifer_-7.01667_141.05_10524,36.83,1997,3.606312730456974,0.23138297744197256,0.1321747243931033
Lepomis gibbosus,Lepomis gibbosus_43.9928_-89.4946,13.1818181818182,1997,2.5788384696222053,4.067897041647303e-7,-0.5566557463069444
Lepomis macrochirus,Lepomis macrochirus_43.9928_-89.4946,180.699373075577,1997,5.196834728170897,9.166367467314642e-6,-1.3749160181388396
Lithobates pipiens,Lithobates pipiens_43.06917_-89.40861_4830,1.25,1997,0.22314355131420976,7.192089517820771e-8,-0.039220713153281295
Lithobates sylvaticus,Lithobates sylvaticus_42.66667_-83.21667_8789,5700,1997,8.648221453822641,8.6080227900449445e-07,0.9985288301111268
Lithobates sylvaticus,Lithobates sylvaticus_43.06917_-89.40861_4834,1.8,1997,0.5877866649021191,5.314275291570878e-7,-0.15415067982725827
Luxilus cornutus,Luxilus cornutus_43.9928_-89.4946,17,1997,2.833213344056216,1.6745443116913802e-6,-1.40811340851453
Micropterus dolomieu,Micropterus dolomieu_43.9928_-89.4946,12.5,1997,2.5257286443082556,7.524212609406731e-7,-0.7934037842995942
Micropterus salmoides,Micropterus salmoides_43.9928_-89.4946,15.4444800059333,1997,2.7372516583342654,0.0026059200435635814,-1.9433351669385774
Morone chrysops,Morone chrysops_43.9928_-89.4946,3.8858800054,1997,1.3573494717857484,2.3824423727636825e-7,-0.6912515581499838
Morone saxatilis,Morone saxatilis_41.16667_-74_9285,20,1997,2.995732273553991,2.4988343940397014e-4,0.2231435513142097
Notemigonus crysoleucas,Notemigonus crysoleucas_43.9928_-89.4946,17.9333366050909,1997,2.8866613609396254,4.968540666579617e-7,-2.2463298454224776
Oncorhynchus kisutch,Oncorhynchus kisutch_48.65_-121.75_20661,32600,1997,10.392067567354799,4.244147851705365e-6,0.0444071456074564
Oncorhynchus kisutch,Oncorhynchus kisutch_50.163758_-120.531365_4296,7037,1997,8.85893722196655,4.33267969215503e-6,-0.010179643962933582
Oncorhynchus kisutch,Oncorhynchus kisutch_50.73861_-120.61111_4295,11295,1997,9.332115428902103,4.429812409396626e-6,-1.8883833925855882
Oncorhynchus kisutch,Oncorhynchus kisutch_51.379042_-118.944753_4294,3418,1997,8.136810863675537,1.748152682249833e-5,-1.1380992789499462
Oncorhynchus kisutch,Oncorhynchus kisutch_56.5_-168.15,3.12,1997,1.1378330018213911,3.75438873135667e-5,-1.0286199168480747
Oncorhynchus kisutch,Oncorhynchus kisutch_63.1825_-146.02806_5765,11525,1997,9.352273867864849,4.2441479263095755e-6,-0.19988158514304288
Oncorhynchus mykiss,Oncorhynchus mykiss_-40.942837_172.499296,15.5,1997,2.740840023925201,0.0564064988974921,1.1722241060113556
Osmerus mordax,Osmerus mordax_43.9928_-89.4946,184.986074445,1997,5.22028054897488,4.5401315279529935e-5,-1.854342370709336
Perca flavescens,Perca flavescens_43.9928_-89.4946,55.8199035772759,1997,4.022130500720011,2.4916770119379553e-5,-3.3018236227148723
Pimephales notatus,Pimephales notatus_43.9928_-89.4946,176.294117647059,1997,5.172153723260448,1.4412936459499786e-6,-0.20012454580357453
Pseudacris crucifer,Pseudacris crucifer_43.06917_-89.40861_4831,2.56,1997,0.9400072584914712,6.52451640930939e-9,0.003913899321136394
Pseudacris triseriata,Pseudacris triseriata_43.095367_-81.069321_13253,45.61,1997,3.820126990723609,1.1216589973170543e-9,0.11882501661111577
Pseudacris triseriata,Pseudacris triseriata_45.029279_-78.432602_13254,65.97,1997,4.1892000932347795,3.1266311528705476e-12,-0.08287215677104864
Salmo trutta,Salmo trutta_-40.942837_172.499296,10,1997,2.302585092994046,0.0098019797496503875,-0.28611835047559797
Salmo trutta,Salmo trutta_59.49444_5.90917_2446,37.5,1997,3.624340932976365,6.087694094311194e-4,0.3137979195823406
Salmo trutta,Salmo trutta_59.55_6.03333_2449,13.9,1997,2.631888840136646,2.2324750814376826e-4,-0.8676444422463714
Salmo trutta,Salmo trutta_59.5_5.91667_2462,4.8,1997,1.5686159179138452,5.261790520572008e-4,-0.7922380832041762
Salmo trutta,Salmo trutta_61.22417_10.4275_2339,182,1997,5.204006687076795,2.689397161508142e-5,0.4248831939652655
Salmo trutta,Salmo trutta_66.83167_15.36056_2347,26,1997,3.258096538021482,1.563687590696257e-4,-0.03774032798284699
Salmo trutta,Salmo trutta_69.94778_23.27528_2346,368,1997,5.908082938168931,2.3550945257138493e-5,0.2986111429839715
Salvelinus alpinus,Salvelinus alpinus_65.58333_-17_8183,2407,1997,7.786136437783072,2.443735648447367e-4,-0.4579348325127137
Salvelinus alpinus,Salvelinus alpinus_69.94778_23.27528_2355,2007,1997,7.604396348796338,1.1491192414898126e-4,0.07445297819474916
Sander vitreus,Sander vitreus_46.15_-93.4_897,698,1997,6.548219102762372,1.4412936206147225e-6,-0.2407526402297977
Sardinops sagax,Sardinops sagax_-23.53333_10.95_10348,0.1567,1997,-1.8534221296201618,0.08249645139174491,1.6767456333389537
Sardinops sagax,Sardinops sagax_-34.33333_17.96667_10349,1.2373,1997,0.21293158623779307,0.09681048252646013,0.5581015385622019
Sardinops sagax,Sardinops sagax_-34.81667_136.63333_10969,59.1,1997,4.079230924412053,0.09071795328941247,0.46831301176782825
Ambloplites rupestris,Ambloplites rupestris_43.9928_-89.4946,35.3333333333333,1998,3.5648268054439565,1.7649567194675233e-7,0.6931471805599423
